id,sub,context
1024,Agriculture,"Policy and implementation gaps in reaching women farmers with climate-smart agriculture practices In India, more than half of the net sown area is rainfed during the monsoon season, which runs from June to September. Climate change affects farming practices, which affects the crucial kharif crop and jeopardises food security. It also affects the monsoon onset in central and northern India. Crops are at risk from delayed monsoons, which increase pest populations and cause flooding even though they don't lower overall rainfall. Farmers adjust their practices in response to climate change, placing additional strain on the ecosystem and escalating food insecurity. Small farm households, which make up 86% of all farm households, are particularly vulnerable to these disparities. In India, the agricultural sector accounts for 16.2% of the country's greenhouse gas emissions. A suggested strategy that prioritises reducing poverty and ensuring food security is climate-smart agriculture (FAO, 2013). Climate-smart agriculture adoption is low despite potential benefits, particularly for women and smallholder farmers (Mallappa and Pathak, 2023; Aryal et al., 2018). The paper ""Gender, agriculture policies, and climate-smart agriculture in India"" looks at gendered adoption and preferences for climate-smart agriculture in India while addressing information access barriers. The study includes in-depth interviews with Gujarat farmers, allowing climate-smart agriculture interpretation to be flexible in order to capture regional difficulties. The goal of the study is to improve knowledge of climate-smart agriculture adoption in light of climate change threats, with a focus on women farmers. Methods and data The review of the literature examined the development of climate-smart agriculture, looked at Indian and global policy priorities, and assessed how well India was implementing climate-smart agriculture. This provided guidance for the subsequent data collection, which focused on national and state-level policies and programs and involved journals, book chapters, and easily accessible grey literature. Gujarat is a major agricultural state with a varied climate. Recent warming trends and an increase in extreme rainfall events have affected productivity, particularly in areas that are prone to drought. The study conducted 22 focus group discussions (FGDs) with 245 men and women farmers in nine districts to address these issues and promote sustainable agriculture. The discussions provided insights into gendered roles, perceptions of climate change, adaptive strategies, and information sources. The cooperative study emphasises how critical it is to comprehend farmers' viewpoints in order to design focused interventions in the face of climate change. Climate-smart agriculture in India: Understanding the policy context, adoption, and access to extension services through a gender lens The definition and application of climate-smart agriculture practices, which seek to promote sustainable growth, increased income, and climate resilience, are up for debate. Resource disparities among farmers are emphasised by critics, who call for a variety of policies. There are still disagreements about the role of mitigation in low- and middle-income nations, as well as the viability of combining mitigation goals with sustainability and productivity. La Via Campesina and other agrarian movement’s view climate-smart agriculture as a corporate front, and they worry that it will increase the vulnerabilities"
1025,Agriculture,"There is a need for a comprehensive strategy, including robust policies, effective budget allocation, and grassroots empowerment, to ensure sustainable water resource management and agricultural productivity in India. Our needs are numerous, with food, clothing, and shelter being our basic requirements. Ensuring basic food security is paramount for any country, as relying on others for our survival is quite risky. Fortunately, rice and wheat are the two prominent staple food crops that are widely and abundantly grown in India to feed the masses. Cotton, a fiber crop, is extensively used in the textile industry, along with other synthetic fibers. Sugarcane is also cultivated across the country, as sugar is a daily requirement in our diet. India is a vast and diverse country with 15 Agroclimatic Zones, further divided into 72 sub-zones. Our varied geographic and climatic conditions enable us to grow a wide range of cereals, pulses, oilseeds, spices, fiber crops, fruits, nuts, vegetables, and other commercial crops. The arable land covers 165.67 million hectares, the highest in the world. Almost 50% of our land is arable, which is significantly higher compared to only 17% in the USA and 7% in Russia. The USA is the close second in terms of area under arable land, followed by Russia. Focus needed on crops with high water demand Although we take pride in achieving self-sufficiency in food, primarily due to advancements during the Green Revolution, the uncertainties of monsoons and the changing climate pose a threat to our ongoing success. To ensure resilience in agriculture, it is crucial to comprehend the gravity of the situation and implement corrective measures. Effective management of water and soil, the two key ingredients for crop production, is essential to sustain our crop outputs in the years to come. Crop water management is crucial in agriculture, especially in rice, wheat, sugarcane and cotton since they take away almost 90% of our irrigation water and occupy 46% of the gross cropped area. There is tremendous scope to improve water use efficiency (WUE) since it is only around 38% in India compared to around 60% in the developed countries. The physical water productivity is also low in major crops in India compared to the developed world. A 5% increase in water productivity in rice would save around 11 BCM of water which is huge while the National Water Mission has set a 20% increase in water use efficiency as one of its goals. Our strength: Network of public institutions and programmes The Ministry of Agriculture and Farmers’ Welfare, Government of India has framed several policies and programmes for increasing crop productivity and water use efficiency to enhance farm income on a sustainable basis. National Mission on Sustainable Agriculture (NMSA) for promoting organic farming, Pradhan Mantri Krishi Sinchayee Yojana (PMKSY) for accelerating the adoption of micro-irrigation, PM PRANAM Scheme for reducing the use of chemical fertilizers are some of the efforts in that direction. Indian Council of Agricultural Research (ICAR) has over 100 Institutions with multiple centres spread across the"
1026,Agriculture,"The report presents six case studies on how sustainable agriculture programmes scaled up in the past in India The agrarian complexities India faces are large-scale and systemic, intertwined with socio-economic and environmental issues. It’s been decades since the Green Revolution, and India’s agricultural systems are facing a crisis resulting from high input costs, deteriorating soil health, continued debt cycles, inequitable market access, and lack of financial security, specifically affecting the small and medium farmers (Dutta 2012; Reddy and Mishra 2010). The crisis is compounded by extreme climate events—droughts, floods, untimely rains, and desert locusts—which have harshly impacted farmers across the country (Gupta et al. 2021). The agrarian crisis has become acute because sustainable agricultural practices and systems (SAPSs) are not widely practiced. Only five SAPSs—crop rotation, agroforestry, rainwater harvesting, mulching, and precision—have scaled up beyond five per cent of the net sown area (ibid). As the challenges we face are large-scale and systemic, intertwined with socio-economic and environmental issues, high-impact and scalable solutions are needed to counter them. A recent report ‘How to Design Scalable and Sustainable Programmes: Framework for India’s Sustainable Agriculture Initiatives’ by the Council on Energy, Environment and Water presents a scalability framework, a non-prescriptive tool for designing, implementing, and evaluating scalable programs for sustainable agriculture. The framework provides a set of outcomes that, when fulfilled, help a project achieve scale. These outcomes are communicated in the form of key success factors for scalability. The key factors are useful for a range of stakeholders such as NGOs, government departments, corporates, development financiers, and community-based organizations, among others. Need for a scalability framework for agricultural projects Sustainable growth and scalable impact are part of the Indian government’s agenda for its G20 presidency in 2023, with agriculture being one of key focus areas. Mission LiFE, a mass movement for individual and community-led scalable actions for sustainable production and consumption, was already launched in the country in 2022. At the Government of India’s urging, the United Nations declared 2023 as the International Year of Millets (IYM). India is also the chair of IYM’s Steering Committee, with a mandate to scale up millet production among UN member nations. In the light of such fierce ambitions and timely calls for action, practitioners need to design scalable programmes to make a sizeable impact and bring the required systemic shifts. This report answers the question, “What are the factors that ensure the scalability of a programme?” Many innovative solutions and projects operate in India. Only those with a high degree of an understanding of and access to social and human capital, financial resources, and government support scale up as we have explained in this report. Existing scalability literature rarely draws from the Indian experience and hence not useful to practitioners or programme implementers. Therefore, actors such as non-governmental organisations (NGOs), government departments, corporates, development financiers, and community-based organisations will benefit from this scalability framework that extracts learning from successfully scaled up programmes for sustainable agriculture in India. How to design a scalable programme? The"
1027,Agriculture,"How has the collective action model piloted in rural women of Odisha helped empower farm women? Women play a crucial role in agriculture in India Women play an important role in agriculture besides contributing to household food and nutrition security and account for as high as 80 percent of the farm work in India. Women toil hard in the fields and perform multiple activities ranging from land preparation, seed selection and treatment, sowing, transplanting, weeding, fertilisation harvesting, threshing, winnowing including key post-harvest activities such as processing and storage. Absence of land titles disempowers and invisibilises women However, despite their significant contribution to agriculture, women’s access to resources is much less than men, especially in terms of land ownership informs this paper titled 'Empowering women farmers through collective action: a case study of Khanizpur Hamlet, Odisha' published in Gender, Technology and Development. Thus, while more and more women are managing and engaging with family farms, it has not translated into a rise in land ownership among women and women engage in agriculture either as tenant cultivators on others’ land or as agricultural labourers on their family farm. The agriculture census (2011) defines a farmer as the “operational holder” or someone who has responsibility for the agricultural land and land is a state subject and state governments consider only people with a land title as farmers. The census (2011) calls anyone who operates a piece of agricultural land a “cultivator”. Thus, 3.6 crore women without land titles who engage in agriculture are classified as mere “cultivators” and not farmers. Thus most women in agriculture, including tenant farmers, cannot make use of the governmental schemes meant for farmers, access institutional credit for farming or qualify to receive subsidies. Apart from a land title, small landholdings coupled with limited access to productive resources such as credit, inputs such as water, fertilisers, pesticides, seeds, extension services, transportation, storage, technical assistance besides lack bargaining power in input and output markets because of their farm size prevents women farmers from adopting new technologies or selling their produce. Women farmers are thus forced to borrow at a high rate of interest and purchase inputs such as fertiliser, pesticide, and seeds at market price. When operating as a tenant cultivator, they are denied access to government procurement centers as they cannot furnish the required documents (such as land ownership documents or sharecropper certificates from landowners) to register their names for sale of their produce. Sharecropping is the most commonly used land tenure contract by small or marginal farmers who cannot afford to buy land in which a tenant cultivates the land for the landowner and the output is shared on some pre-determined basis. The output share ranges from 25% to 50% for the landlord Marginal farmers are forced to put all their available resources such as human and animal resoirces to use with the hope of increasing their total harvest and farm income. However, if the crop fails, then the landowner receives the government compensation, not the tenant farmers."
1028,Agriculture,"While most post independence reforms have encouraged agricultural landownership among rural women as daughters, what exists in actual practice? A study explores. It is now widely recognised among policymakers and practitioners that women’s ownership of agricultural land is an important determinant of their economic and social status, physical security, and the wellbeing of their family informs this paper titled 'How many and which women own land in India? Inter-gender and intra-gender gaps' published in The Journal of Development Studies. Equal land rights for women is also a key target of Goal 5 on gender equality in the United Nation’s Sustainable Development Goals (SDGs). Very little information exists on land ownership among women However, many countries such as India lack comprehensive country-wide estimates of the gender inequality in land ownership. Most studies focus on indicators such as percentage of women owning land or what percentage of landowners are female. However, there is a lack of studies that look at different aspects of inequality such as details of individual vs. joint ownership, and the proportion, area and quality of land owned. Although women can acquire land by various means, such as inheritance, gift, purchase, or government transfers, inheritance is usually the most important mode in in South Asia via which women acquire agricultural land which is largely owned privately, as women are more financially constrained than men in their ability to purchase any. All the post-Independence reforms have focused on strengthening women’s rights as daughters rather than their rights as widows or wives and on encouraging women to acquire land as daughters, especially as coparceners in joint family property. However very little information is available on whether this exists in reality. This paper discusses the findings of a study that assesses the parameters of rural women’s land ownership across nine states, and changes in the same set of households over a five-year period, 2010–2014, for all the surveyed states, and over 2009–2014 for five states. The study finds that: Barely 14 percent of women are landowners owning 11 percent of agricultural land in rural landowning households, averaged across states. In 2014, women owned land in only 16 percent of the households across regions (8 percent of these households also had male owners, while 84 percent had no female owners at all). The highest percentage of households with female landowners is in Telangana (44 percent) and the lowest was in Odisha (6 percent) while that for men were 82 percent and 98 percent respectively. Thus, nine years after the enactment of the HSAA 2005, and over time (2010–2014), there has only been a slight upward trend in several states, but the change is small, and some states, such as Maharashtra, Madhya Pradesh and Gujarat remain nearly flat or even show a slight decline. Female landowners form only 14 percent of all landowners with the south doing better than the rest of India. In 2014, 23 percent of all landowners in south India were women as compared to 10 percent in west and central"
1029,Agriculture,"Agriculture is the largest livelihood provider in India and in the years following the green revolution, the focus has shifted from food grains to horticultural crops, which include fruits and vegetables. Growing vegetables in the Uttarakhand hills remains an unorganised activity and farmers still rely on traditional methods, and are not as familiar with the current extension system as the farmers cultivating food grains in other parts of the country are. Growing vegetables can be a financially lucrative technique that could replace subsistence farming in the hills. Most of the vegetable growers in the Himalayan states like Uttarakhand are small and marginal farmers and while the agro-climatic and soil conditions of Uttarakhand are favourable for the production of vegetables, vegetable growers need timely information, advice, inputs and resources to grow more produce and gain maximum profit. Women farmers form an important section of the workforce for vegetable growing in Uttarakhand, but they continue to lack access to information due to the lack of identity of women as farmers and restricted access to information providers and technology. Barriers in the societal, economic, legal and, in some cases, educational spheres limit the access of women to these services . Thus, understanding the structural organisation of the social network of smallholder farmers is crucial in order to improve their access to information. This paper titled 'Do the information networks of farmers differ across gender? Evidence from the hills of Uttarakhand, India using social network analysis' published in Current Science aims at identifying the dominant information networks accessed by men and women farmers to improve their agricultural practices and the factors affecting information network usage among male and female vegetable growers in Uttarakhand in the Indian Himalayas. The study found that: Information networks of vegetable growers varied across gender Local, interpersonal sources of information were popular among women farmers as they chose relatives/family members, neighbours/friends and group members as their most preferred information sources. Men farmers preferred more formal interpersonal information sources and they derived most of their information from the State Horticulture Department, followed by progressive farmers and shopkeepers/input dealers. Both male and female farmers chose mobile phones with the internet over television as the most preferred mass media. The network of female farmers was less dense than that of male farmers, while the communication network among males was relatively more efficient than females. Informal sources of information, such as family members, followed by neighbours and friends, and group members limited spread of information among women. In the case of male farmers, formal sources such as the State Horticulture Department, progressive farmers, dealers and shopkeepers helped in spreading information quickly and had significant influence over the flow of information in the network. Factors affecting information networks usage by female vegetable growers Factors such as education, farming experience, time dedicated to farming, group membership and contact with extension agencies influenced information networks among men and women. Women farmers Being a member of self-help groups, commodity interest groups, etc. had a positive and significant relation,"
1030,Agriculture,"Unexpected weather conditions and changing rainfall pattern have been noticed all over the world especially in last few years. These events upset the calculations of farmers thus affecting the normal sowing and harvesting cycle of crops which leads to lower yields. To deal with this scenario, not only the farmers need to take to weather-resilient crops, government also needs to equip them with appropriate information. Strengthening climate risk information and tools should be accorded top priority to minimise crop losses on account of disasters. Weather forecast should be prepared at block level with village level outreach.Promotion of weather-resistant crop varieties like flood and salinity resistant rice and drought-resistant pulses should be promoted and further improved. Likewise short-cycle crops of particular region which can withstand heat and ripen before heavy rains should be given due recognition. Narendra 97 is a good example of a short cycle paddy crop grown in Uttar Pradesh that can deal with intense heat and ripens in a shorter period than the commonly cultivated paddy. It has proven effective in flood prone areas. Millets, one of the major grains of Indian landscape, have been pushed back because of preference given to wheat and rice. However, these coarse grains are known to grow in hard conditions and are our best bet against climate change. A compilation of such crops should be created, disseminated and field-tested in different parts of the country.Mixed cropping like growing paddy with pulses, millets and vegetables should be promoted to ensure food security in case one of the crops fail due to drought or floods."
1031,Agriculture,"Worldwide, soil degradation could cost $23 million by 2050 due to the loss of food, ecosystem services, and income. Soil health in agriculture is critical, with near-term impacts likely. As an agricultural innovator, Corteva is built on a believes in promoting sustainable agriculture and providing farmers with the most suitable and effective solutions to protect the health of their soil. According to a 2022 report by FAO, soil has been declared finite by the United Nations, which predicts catastrophic soil loss within 60 years. Worldwide, soil degradation could cost $23 million by 2050 due to the loss of food, ecosystem services, and income. Soil health in agriculture is critical, with near-term impacts likely. Managing soil health allows farmers to work with the land – not against it – to reduce erosion, maximise water infiltration, improve nutrient cycling, save money on inputs, and ultimately improve the resiliency of their working land. Farmers play a central role in this aspect. Food production relies on healthy soils to produce high and healthy crop yields. Farmers play a key role in the uptake and development of solutions that increase soil health. As custodians of the land with a deep connection and understanding of the soil in which they farm, farmers are leading the charge in soil regeneration and are setting a precedent for the future of soil-friendly farming. As our understanding of the importance of soil health increases, farmers are implementing a range of different soil-focussed agricultural approaches which in turn increases their productivity and profitability. Maintaining soil health Crops draw nutrients from the soil through their roots. The roots, in turn, release food that sustains the beneficial organisms in the soil. This is how the soil food web works. However, roots are not immune to threats. A variety of factors can destroy roots. One of the least understood threats is harmful or bad nematodes, which are microscopic and invisible to the naked eye but have the power to ravage a crop and cause significant yield loss. Control of harmful nematodes is essential to keeping your crops healthy. Contrary to what many people think, the number of harmful or bad nematodes in the soil is easily outnumbered by the number of good or beneficial nematodes that promote natural fertility and quality over time. Beneficial nematodes feed on bacteria, fungi, insects, or bad nematodes in the soil, stimulating soil nutrient cycles, and keeping populations of damaging plant pests and diseases at bay. Therefore, it is crucial to adopt farm management tools that work in harmony with the beneficial nematodes. Management of nematodes is difficult The most reliable practices are preventive, including sanitation and choice of plant varieties. You can reduce existing infestations through fallowing, crop rotation, and soil solarization. However, these methods reduce nematodes primarily in the top foot or so of the soil, so they are effective only for about a year. They are suitable primarily for annual plants or to help young woody plants establish. Once nematodes infest an area or crop, try"
1032,Agriculture,"India briefly overtook China in agrifoodtech investment, while Southeast Asia demonstrated significant potential with $1.7 billion in funding As the world's largest region in both geography and population, with a vast network of smallholder farmers combined with dense urban settings and food sovereignty concerns, Asia-Pacific is a hotbed of opportunity for food and agriculture technology startups. But in 2023, downstream food delivery and restaurant startups, once the darling of the region’s agrifoodtech ecosystem, fueling tens of billions of dollars of investment, are no longer so attractive to investors. The new star of the ecosystem is upstream innovation, reveals a new report from leading agrifoodtech venture firm and research platform AgFunder, in collaboration with the Bill & Melinda Gates Foundation, Omnivore and AgriFutures Australia. The report provides exclusive insights into the Asia-Pacific agtech landscape. In 2022, upstream agtech investment increased by 24%, surpassing downstream funding for the first time in years, benefiting smallholder farmers. India briefly overtook China in agrifoodtech investment, while Southeast Asia demonstrated significant potential with $1.7 billion in funding. Categories such as Ag Biotechnology and Innovative Food showed remarkable growth. The report also delves into stage-wise funding trends and highlights startups in key markets. While total funding to the farm-to-fork agrifoodtech ecosystem dropped 58% year-over-year (YoY) to $6.5 billion in 2022 from the record-breaking $15.2 billion raised in 2021, investment in startups operating upstream increased 24% YoY. This increase appears to be continuing in 2023, according to preliminary data on 2023 funding flows. This is good news for the 450 million smallholder farmers producing about 80% of the region's food. For the first time in years, upstream funding, which provides technologies to farmers and primary food producers, overtook downstream investment. The former raised $3.2 billion in 2022 versus the latter's $2.7 million, according to the report. The Ag Biotechnology category was particularly buoyant in the Asia-Pacific region in 2022, bringing in $813 million in funding, nearly half the amount raised globally in this category in 2022. While a couple of very large deals contributed to these totals, there was also greater deal activity in this segment, which includes on-farm inputs for crop & animal agriculture,"" confirming investors’ growing interest in this space. Innovative Food – the category housing the alternative protein industry – bucked the global decline in funding to the segment, with investment actually increasing year-over-year to $527 million, albeit over fewer deals. Similarly, Farm Management Software, Sensing & IoT ($334m), Farm Robotics ($252m) and Novel Farming Systems startups ($254m), which include indoor farming and aquaculture and insect farming, brought in more funding across fewer deals. China, meanwhile, lost its lead to India as the country attracting the most funding in 2022, likely due to the loss of downstream mega-deals that propped up China's agrifoodtech investment in 2021. India's lead looks to be short lived, however; in H1 2023, China grabbed the top spot back, raising $861 million. The report includes deep dive sections on investment to startups in Australia, China, India, Indonesia and Southeast Asia and"
1033,Agriculture,"Farmers' input, subsidies, incentives, and promotion through PDS could enhance the adoption of alternative cereals. Future policy framing should consider subsidies, irrigation efficiency, yield gap, and technological improvements. India is the second-largest cereal exporter globally, making its cereal production vital for both domestic and international food security. Three major states in the Indo-Gangetic Plain (IGP) - Uttar Pradesh, Bihar, and West Bengal - account for 30% of India's total food production and are considered the food bowl of India. The IGP is known for cultivating water-intensive rice and wheat, which together fulfill 63% of the country's calorie demand. However, this system relies heavily on irrigation, with 40% of water sourced from groundwater, further exacerbated by government electricity subsidies that encourage the inefficient use of water and energy. The overuse of groundwater resources in northern India has led to alarming declines in groundwater levels, with Punjab and Haryana witnessing severe depletion. Surprisingly, even the Ganga Basin, traditionally seen as a water surplus region, has been experiencing significant groundwater depletion in recent years. From 2002 to 2016, the Gangetic basin lost 227 ± 25 km3 of groundwater. Groundwater depletion due to agricultural intensification is a major threat to water and food security in the Indo-Gangetic Plain (IGP), a critical food bowl, home to 400 million people and currently producing 135 million metric tonnes of cereals. These declining groundwater levels have led to increased energy consumption for water extraction, raising the cost of cultivation and food prices, thereby impacting food security. Despite these widespread consequences, finding sustainable solutions for this unsustainable groundwater consumption remains a challenge due to the complexity of addressing food and water security, energy savings, farmers' profits, and environmental sustainability simultaneously. Resolving these issues necessitates considering potentially conflicting objectives across various domains, including water, food, and energy. While global studies have shown promise in optimising crop choices to enhance water and food security, local and regional contexts require specific considerations. In the case of the IGP, studies addressing water, food, and environmental sustainability have been limited. Recent India-specific research has shown that replacing rice and wheat with less water-intensive crops like millet and sorghum can boost food supply, conserve water and energy, and enhance environmental sustainability. However, these assessments often omit crucial factors, such as farmers' profits. Given the conflicting nature of various sustainability objectives, a multi-objective framework is essential to minimise trade-offs and identify cropping configurations that improve multiple outcomes. In this study ‘Crop switching for water sustainability in India’s food bowl yields co-benefits for food security and farmers’ profits’, the authors have developed and applied a crop switching optimisation model for cereals in the IGP to maximise calorie production and farmers’ profits and minimise water consumption. Trends in the use of groundwater, water levels, and net recharge were analysed in the states of Uttar Pradesh, Bihar, and West Bengal, which cover most of the IGP. To address these challenges, the researchers developed a multi-objective optimisation model that considers maximising calorie production, minimising irrigation water, and maximising farmers' profits."
1034,Agriculture,"Policy updates this fortnight NGT issues notices for non-compliance: States and Centre criticised for failing to clean polluted river stretches The National Green Tribunal (NGT) has reprimanded the States and the Centre for failing to comply with its 2021 order to clean polluted river stretches. Notices have been issued to Chief Secretaries of all States and the Secretary of the Ministry of Jal Shakti (MoJS). The 2021 order directed the establishment of functional Effluent Treatment Plants (ETPs), Common Effluent Treatment Plants (CETPs), and Sewage Treatment Plants (STPs) to address gaps in sewage or effluent generation and treatment. The Ministry of Jal Shakti was tasked with devising a more effective monitoring mechanism for pollution control and river rejuvenation. The NGT emphasised mission-mode compliance with timelines. In response to an execution application, the NGT noted non-compliance by states like Assam, Bihar, and Tripura, where inadequate sewage treatment capacities were reported. Assam lacks the facility to treat 437.23 MLD of sewage, and Tripura has a significant gap of 73.68 MLD in sewage treatment. The matter is scheduled for the next hearing on December 13. (The Hindu) Paddy stubble management policy is approved by the Haryana cabinet The ""Haryana Ex-Situ Management of Paddy Straw Policy-2023"" has been approved by the Haryana cabinet to address the burning of crop residue by 2027. The policy emphasises utilising paddy straw for sustainable energy, luring in private capital, and forging close ties between farmers and industry. It dissuades harmful burning and provides a number of incentives to encourage the use of paddy straw. The goal of the policy is to improve air quality, soil health, and employment opportunities, and it is consistent with the government's commitment to harness energy from paddy straw. Under the Haryana Bio-energy Policy-2018, which covers biomass-based power projects, biogas plants, ethanol production, and other biofuel initiatives, projects using paddy straw as a primary feed material are eligible for incentives. For the management of paddy straw, farmers and organisations have access to subsidies on agricultural equipment. Interest on term loans will be subsidised for industries that use paddy straw. It will be possible to better coordinate demand and supply thanks to the establishment of an online linkage system between farmers, industries, and end users. The department of new and renewable energy will coordinate the district-level mapping of paddy straw demand. MSMEs, such as the paper and brick industries, will profit from financial incentives for the adoption of biofuels. Projects based on paddy straw are eligible for incentives under the Ministry of Agriculture and Farmers Welfare's Central Sector Scheme. According to guidelines from the Union ministry, all thermal power plants in Haryana will implement biomass co-firing, obtaining local biomass through an online system set up by the agriculture department. In cooperation with other relevant departments, the department of new and renewable energy will take the lead on policy implementation. (The Hindustan Times) Uttar Pradesh seeks time to update National Green Tribunal on Dhanauri wetland protection The Uttar Pradesh government has requested a four-week extension to update"
1035,Agriculture,"Tech-driven transformation: AI Chatbot elevates efficiency of PM-KISAN scheme for Indian farmers The Union Ministry of Agriculture & Farmers Welfare, Government of India, unveiled an AI chatbot for the Pradhan Mantri Kisan Samman Nidhi (PM-KISAN) scheme in New Delhi last Thursday. This introduction represents a substantial stride in augmenting the efficiency and outreach of the PM-KISAN initiative, aiming to provide farmers with swift, lucid, and precise responses to their inquiries. Kailash Choudhary, Union Minister of State for Agriculture and Farmers Welfare, emphasized that the AI chatbot aligns with Prime Minister Narendra Modi’s vision to revolutionize farmers' lives and enhance governance through technology. The chatbot, according to Choudhary, will facilitate access to scheme information and grievance resolution, with plans to expand its services to encompass weather updates, soil conditions, and bank payments. During the virtual launch event attended by officials from the Government of India and state governments, Manoj Ahuja, Secretary of the Department of Agriculture & Family Welfare, announced plans to implement the AI chatbot for other major schemes of the Ministry in the coming months. Pramod Mehreda, Additional Secretary, provided an in-depth presentation on the chatbot's features and benefits for farmers. The AI chatbot, integrated into the PM-KISAN grievance management system, acts as a comprehensive guide for beneficiaries. Developed with support from the EKstep Foundation and Bhashini, it is the first of its kind integrated with a major flagship government scheme. In its initial phase, the chatbot will assist farmers in obtaining information related to application status, payment details, ineligibility status, and other scheme-related updates through the PM-KISAN mobile app. Presently available in English, Hindi, Bengali, Odia, and Tamil, the chatbot is expected to support all 22 languages of the country soon. The PM-KISAN scheme, initiated in February 2019, provides an annual financial benefit of Rs 6,000 to eligible farmers' families through the Direct Benefit Transfer mode. With over Rs. 2.61 lakhs crores disbursed to over 11 crore farmers since its inception, the scheme has significantly contributed to the socio-economic well-being of small landholding farmer families across the nation. The introduction of a mobile app with face authentication-based e-KYC further enhances accessibility for farmers, even in remote areas. (Agriculture Post) Karnataka appeals to Cauvery Panel for reconsideration, contemplates Supreme Court appeal On Saturday, the Karnataka government submitted a review petition to the Cauvery Water Management Authority (CWMA) challenging the directive to release 3,000 cusecs of water daily until October 15. Additionally, the government sought approval for the construction of a balancing reservoir near Kanakapura in the Ramanagara district. Chief Minister Siddaramaiah asserted that the state would approach the Supreme Court if necessary, expressing discontent with the CWMA's decision. Deputy Chief Minister DK Shivakumar, who oversees the water resources portfolio, emphasized the urgent need for a ""new formula"" in light of the deficient rainfall experienced from June to August, exacerbating the severe water scarcity in the state. Siddaramaiah convened a meeting with retired Supreme Court judges and former advocates general on Friday to gather insights before deciding on the review"
1039,Agriculture,"India recognises the risks associated with climate change and incorporates them into policies through initiatives at the national and state levels. Climate smart agriculture is supported by the National Mission for Sustainable Agriculture (NMSA) and the National Action Plan on Climate Change (NAPCC), with initiatives centered on improving soil health, crop diversification, integrated farming, and reducing methane emissions. However, there are issues with inadequate interdepartmental coordination and a narrow focus on small farmers.Important programs are the Pradhan Mantri Fasal Bima Yojana, which provides crop insurance, and the Pradhan Mantri Krishi Sinchayee Yojana, which manages water resources. Despite government initiatives, gender disparities in the agriculture sector still exist. Adoption of climate-smart agriculture practices is confronted with obstacles pertaining to decision-making authority, market and credit facilities, risk-taking inclinations, resource control, and technology access. Due to lower literacy, restricted mobility, and financial constraints, gender gaps make adoption more difficult for women."
1040,Skilling,"India has over 2,50,000 Gram Panchayats, which manage the governance of over 6,64,000 villages spread across the country. The institutions of self-governance - Panchayati Raj Institutions (PRIs) were given constitutional status through the 73rd Amendment. This was done to empower communities to participate in the local development process driven by local needs. Several functions are entrusted to the PRIs, including, agriculture and allied sectors, land improvement, minor irrigation, forestry, drinking water, sanitation, and health. While the Constitution provides processes and mechanisms to strengthen local governance, there continue to be gaps in the capacities of “doers” who leverage the available resources to drive the development. The Ministry of Panchayati Raj has had several programs in the past such as the Rajiv Gandhi Panchayat Sashaktikaran Abhiyaan (RGPSA) to strengthen PRIs and address the critical gaps that constrain their functioning. Other programs of State and Central government which are centered on community participation have also attempted to build capacities of PRI functionaries and community leaders for their meaningful participation in programs. Some programs of government and NGOs are attempting to solve these issues with the aid of technology. One such program is the Odisha Livelihoods Mission (OLM), which has partnered with the Foundation for Ecological Security, a non-profit working towards ecological restoration to build capacities of its Krishi Mitra cadre at scale using digital content and periodic virtual interactions that ensure unfettered knowledge access, peer-to-peer learning, timely resolution of queries, and footprinting of trainees through digital attestations. Hindustan Unilever Foundation and Arghyam are supporting some of these efforts. One of the participants of this learning journey is Kalyani Dash, a 28-year old frontline worker, who has been working as a Krishi Mitra for the last three years in Koroda village of Nayagarh district in Odisha. She was one of the members of an SHG promoted by OLM when she applied for the Krishi Mitra role with an aspiration to work for the community while building her own career as a trained community resource person. Currently, she works with 150 households in the village directly and trains them on chemical-free farming techniques, water secure crop production, efficient water use in agriculture for a sustainable farming future as well as kitchen and nutrition gardening to ensure a regular healthy diet for the community. To gain the community’s trust has not been quick and easy. When she started on this journey, it was normal for her to hear comments like “What can an inexperienced novice girl teach us that we already do not know?” - especially from older male farmers. When she shared these experiences with her peers from other villages in group meetings, other Krishi Mitras also shared similar challenges. The group members motivated one another so that they could keep going. “We never lost hope and we stayed the course,"" she says. She underwent several training sessions in the last few years on topics including sustainable agriculture, digital-enabled data collection, nutrient management, organic farming, integrated pest and disease management, use of digital tools, crop"
